ID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62
1571	3	12	11	6	0	0	0	0	11	15	8	16	8	0	0	0	10	11	1	13	15	1	0	0	2	14	16	15	15	8	0	0	0	1	4	0	14	2	0	0	0	0	3	16	1	0	0	1	11	9	14	8	0	0	0	2	15	13	10	0	0	0
1572	0	7	16	15	5	0	0	0	0	15	7	6	15	2	0	0	3	15	4	5	13	2	0	0	2	15	16	16	15	0	0	0	0	8	16	15	15	3	0	0	11	13	1	6	7	0	0	0	16	12	8	11	4	0	0	0	7	15	16	12	2	0
1573	0	4	14	15	9	0	0	0	0	14	9	0	2	0	0	0	2	15	1	0	0	0	0	0	5	9	0	0	0	0	0	0	7	12	10	15	7	0	0	4	16	15	3	11	6	0	0	0	13	15	14	11	10	0	0	0	5	14	16	11	2	0
1574	0	6	12	15	10	0	0	0	5	15	5	4	11	6	0	0	7	11	4	5	14	6	0	0	2	16	16	16	6	0	0	0	0	15	15	12	14	1	0	0	14	3	0	9	6	0	0	0	16	7	6	14	6	0	0	0	7	15	12	9	0	0
1575	4	14	15	7	1	0	0	0	8	14	12	16	4	0	0	0	0	0	0	12	8	0	0	0	0	2	9	16	7	0	0	0	0	3	13	13	16	5	0	0	0	0	0	12	8	0	0	3	11	7	12	16	4	0	0	4	14	16	11	4	0	0
1576	0	5	14	15	6	0	0	0	1	16	8	8	15	2	0	0	0	16	10	10	15	5	0	0	0	11	16	16	9	0	0	0	0	6	16	16	16	3	0	0	9	13	0	10	7	0	0	0	12	10	8	15	2	0	0	0	7	16	13	5	0	0
1577	1	8	14	16	5	0	0	0	5	15	7	11	11	0	0	0	0	1	0	11	9	0	0	0	0	3	11	16	3	0	0	0	0	12	16	16	15	3	0	0	2	1	1	12	8	0	0	0	5	9	14	15	3	0	0	0	11	12	8	1	0	0
1578	0	3	14	13	1	0	0	0	0	12	12	3	2	0	0	0	1	16	2	0	0	0	0	0	4	14	0	0	0	0	0	0	2	14	0	2	2	0	0	2	14	14	16	16	8	0	0	0	11	16	11	11	16	2	0	0	1	10	12	12	9	0
1579	3	7	13	16	12	2	0	0	10	16	12	6	2	0	0	0	9	16	8	1	0	0	0	0	4	11	16	15	6	0	0	0	0	0	1	8	15	5	0	0	0	0	1	14	7	0	0	0	11	13	16	15	1	0	0	0	10	12	8	3	0	0
1580	0	5	11	15	5	0	0	0	6	13	2	3	15	3	0	0	7	13	8	11	16	8	0	0	1	9	12	8	8	8	0	0	0	0	0	1	13	4	0	0	0	0	9	12	0	0	0	0	0	8	13	0	0	0	0	0	7	10	1	0	0	0
1581	0	0	6	15	1	0	0	0	0	6	16	8	3	7	0	0	1	16	12	0	12	11	0	0	5	16	16	13	16	12	0	0	3	12	15	16	16	7	0	0	0	0	14	10	0	0	0	0	0	3	16	3	0	0	0	0	0	8	14	1	0	0
1582	0	0	10	14	9	0	0	0	0	10	14	6	4	0	0	0	1	16	5	0	0	0	0	0	6	12	0	0	0	0	0	0	7	10	1	4	1	0	0	2	15	16	14	14	1	0	0	0	12	12	4	14	11	0	0	0	1	10	13	12	4	0
1583	1	9	12	12	13	16	4	0	1	11	12	12	16	13	1	0	0	0	0	7	16	2	0	0	0	8	12	15	13	0	0	0	0	16	16	16	12	0	0	0	0	13	10	0	0	0	0	0	7	16	5	0	0	0	0	0	12	15	2	0	0	0
1584	0	6	16	16	13	7	0	0	0	14	12	16	16	9	0	0	0	0	0	5	15	1	0	0	0	0	4	11	14	6	0	0	0	3	16	16	16	10	0	0	1	12	13	4	1	0	0	0	3	15	5	0	0	0	0	0	7	15	0	0	0	0
1585	0	3	15	13	1	0	0	0	1	15	12	13	10	0	0	0	3	16	1	1	12	2	0	0	6	12	0	0	4	6	0	0	4	11	0	0	4	8	0	0	13	3	5	13	8	0	0	0	10	15	16	16	5	0	0	0	2	14	12	5	0	0
1586	0	0	10	10	0	0	0	0	0	2	15	7	0	7	1	0	1	13	13	0	5	16	3	0	6	16	12	8	14	14	0	0	4	15	16	16	16	9	0	0	0	3	15	13	0	0	0	0	0	6	16	4	0	0	0	0	0	12	8	0	0	0
1587	0	8	16	8	0	0	0	0	6	14	5	13	6	0	0	0	7	12	2	7	16	2	0	0	0	12	16	16	16	6	0	0	0	0	3	3	9	8	0	0	0	0	5	16	3	0	0	0	3	9	16	8	0	0	0	0	10	11	4	0	0	0
1588	1	15	15	1	0	0	0	0	7	16	16	11	0	0	0	0	3	7	8	13	0	0	0	0	0	0	7	16	2	0	0	0	0	2	15	9	0	0	0	0	8	16	5	0	3	0	0	3	15	16	16	16	16	0	0	2	16	16	16	16	10	0
1589	0	7	12	12	7	0	0	0	0	11	16	16	11	0	0	0	0	10	16	16	7	0	0	0	0	12	16	16	6	0	0	0	0	12	16	16	7	0	0	0	13	16	16	11	0	0	0	0	16	16	16	13	0	0	0	0	6	10	8	3	0	0
1590	0	7	12	13	1	0	0	0	6	16	6	8	7	0	0	0	0	16	10	11	8	0	0	0	0	8	15	16	5	0	0	0	0	10	15	12	14	1	0	0	15	7	0	11	7	0	0	0	15	8	8	15	7	0	0	0	6	12	12	8	1	0
1591	0	8	15	11	0	0	0	0	7	16	15	15	9	0	0	0	10	14	0	3	12	2	0	0	5	12	0	0	5	7	0	0	4	11	0	0	7	8	0	3	11	0	6	16	6	0	0	0	14	13	16	14	1	0	0	0	8	15	11	2	0	0
1592	0	9	16	14	2	0	0	0	0	10	16	16	4	0	0	0	4	16	16	16	0	0	0	0	0	14	16	16	2	0	0	0	1	16	16	16	3	0	0	1	16	16	16	0	0	0	0	3	16	16	16	7	0	0	0	1	9	15	16	8	0	0
1593	0	9	15	2	0	0	0	0	3	16	14	13	1	0	0	0	0	6	0	14	2	0	0	0	0	0	1	15	0	0	0	0	0	0	5	14	0	0	0	0	1	12	9	0	0	0	0	0	12	16	16	16	16	2	0	0	8	13	11	8	7	0
1594	0	4	12	7	0	0	0	0	2	13	16	16	6	0	0	0	5	16	3	5	15	0	0	0	8	13	0	0	11	1	0	0	7	12	0	0	8	4	0	5	10	0	0	9	5	0	0	1	15	13	13	16	3	0	0	0	5	14	16	10	0	0
1595	0	8	15	14	6	0	0	0	4	16	5	6	16	3	0	0	7	16	2	3	16	8	0	0	2	14	16	16	16	8	0	0	0	0	2	0	9	8	0	0	0	0	5	16	2	0	0	0	0	8	14	5	0	0	0	0	9	8	1	0	0	0
1596	0	11	12	7	0	0	0	0	0	5	16	16	9	0	0	0	0	4	16	16	12	0	0	0	0	4	16	16	13	0	0	0	0	3	15	16	12	0	0	0	2	13	16	12	0	0	0	0	11	16	16	5	0	0	0	0	8	10	8	0	0	0
1597	0	5	8	8	10	13	4	0	0	10	12	12	14	14	1	0	0	0	0	0	12	5	0	0	0	2	4	7	16	0	0	0	0	10	16	16	10	0	0	0	0	8	11	0	0	0	0	0	0	16	7	0	0	0	0	0	7	16	3	0	0	0
1598	0	7	13	10	0	0	0	0	0	16	16	16	9	0	0	0	3	12	2	9	16	4	0	0	6	9	0	0	13	7	0	0	8	12	0	0	8	8	0	7	15	4	2	12	8	0	0	2	16	16	16	16	5	0	0	0	7	14	12	7	0	0
1599	0	3	12	11	7	0	0	0	0	8	16	16	6	0	0	0	3	16	16	16	6	0	0	0	4	16	16	15	1	0	0	0	1	8	9	16	4	0	0	1	15	16	16	9	0	0	0	0	8	16	16	12	0	0	0	0	4	11	11	6	0	0
1600	0	10	16	16	16	11	0	0	0	9	11	8	16	9	0	0	0	0	0	5	16	3	0	0	0	2	11	15	16	11	0	0	0	6	16	16	10	5	0	0	0	13	11	0	0	0	0	0	7	16	3	0	0	0	0	0	13	11	0	0	0	0
1601	0	9	15	8	0	0	0	0	6	14	2	7	10	0	0	0	9	10	0	2	16	3	0	0	5	16	16	16	14	2	0	0	6	16	16	16	14	1	0	5	16	0	0	9	11	0	0	1	16	9	7	14	6	0	0	0	9	12	13	8	0	0
1602	0	3	11	12	4	0	0	0	6	15	6	5	13	0	0	0	7	13	0	2	16	1	0	0	3	16	16	16	14	0	0	0	0	15	13	8	13	6	0	0	12	1	0	3	9	0	0	0	9	12	8	14	11	0	0	0	5	13	12	9	1	0
1603	0	0	10	16	6	0	0	0	0	4	16	16	4	0	0	0	0	14	16	16	4	0	0	0	0	16	16	16	8	0	0	0	0	16	16	16	8	0	0	0	15	16	16	14	3	0	0	0	10	16	16	16	8	0	0	0	1	12	12	15	7	0
1604	0	0	4	15	0	0	0	0	0	2	13	12	0	3	0	0	0	11	15	2	6	16	0	0	8	16	12	8	15	12	0	0	7	16	16	16	16	7	0	0	4	7	14	13	0	0	0	0	0	1	16	9	0	0	0	0	0	3	16	3	0	0
1605	3	12	15	16	14	2	0	0	7	16	11	4	7	1	0	0	9	16	6	0	0	0	0	0	4	15	16	11	0	0	0	0	0	0	6	16	6	0	0	0	0	0	9	12	0	0	0	1	12	12	16	6	0	0	0	3	16	16	7	0	0	0
1606	0	7	16	13	2	0	0	0	2	15	16	16	11	0	0	0	7	14	4	6	16	0	0	0	4	12	0	0	7	7	0	0	6	12	0	1	11	8	0	2	15	8	13	16	9	0	0	0	15	16	16	15	2	0	0	0	5	14	11	1	0	0
1607	0	8	14	5	0	0	0	0	8	13	5	14	5	0	0	0	8	13	2	5	14	3	0	0	4	16	14	15	16	8	0	0	0	2	5	7	10	7	0	0	0	0	3	15	3	0	0	0	0	4	14	10	0	0	0	0	10	13	6	0	0	0
1608	1	8	15	10	0	0	0	0	4	16	16	16	9	0	0	0	0	12	16	16	12	0	0	0	0	10	16	16	8	0	0	0	0	8	16	16	10	0	0	0	9	16	16	13	0	0	0	0	8	16	16	12	0	0	0	0	5	15	16	9	1	0
1609	3	9	14	15	6	0	0	0	7	13	7	8	16	0	0	0	0	0	0	7	12	0	0	0	0	1	9	16	10	0	0	0	0	5	15	12	15	7	0	0	0	0	0	13	9	0	0	0	8	8	14	16	4	0	0	3	16	14	9	1	0	0
1610	3	11	13	8	1	0	0	0	3	11	8	15	7	0	0	0	0	0	2	14	6	0	0	0	0	7	16	16	11	0	0	0	0	5	12	11	16	8	0	0	0	0	6	16	7	0	0	2	12	16	16	7	0	0	0	4	13	11	2	0	0	0
1611	0	5	14	12	2	0	0	0	1	16	11	5	11	0	0	0	4	14	0	0	9	4	0	0	8	10	0	0	5	8	0	0	8	8	0	0	8	8	0	4	11	0	0	10	5	0	0	2	16	11	12	14	0	0	0	0	5	14	14	3	0	0
1612	0	4	15	12	2	0	0	0	0	13	16	16	14	0	0	0	7	16	3	2	15	2	0	0	8	16	4	0	4	8	0	0	8	15	3	0	6	8	0	4	15	4	2	13	10	0	0	0	13	16	16	16	6	0	0	0	4	15	16	9	0	0
1613	0	0	10	12	2	0	0	0	0	11	16	16	10	0	0	0	3	16	5	6	12	2	0	0	5	12	0	0	6	8	0	0	4	16	0	0	6	8	0	2	15	7	2	13	8	0	0	0	9	16	14	16	5	0	0	0	0	12	16	10	0	0
1614	0	4	16	3	0	0	0	0	0	8	16	2	0	1	0	0	0	11	13	3	15	5	0	0	2	16	6	11	15	0	0	0	11	16	12	16	13	4	1	12	12	15	15	11	2	0	0	0	1	16	5	0	0	0	0	0	6	16	0	0	0	0
1615	0	0	14	7	1	6	0	0	0	6	15	2	11	15	0	0	2	14	10	2	16	8	0	0	7	16	10	13	16	14	0	0	6	16	16	16	11	5	0	0	0	7	15	1	0	0	0	0	0	10	10	0	0	0	0	0	1	15	4	0	0	0
1616	0	0	8	12	0	0	0	0	0	0	15	5	11	7	0	0	0	8	12	1	16	3	0	0	3	15	5	6	14	0	0	0	12	15	10	15	16	7	0	12	16	16	16	10	3	0	0	0	2	7	13	0	0	0	0	0	0	11	10	0	0	0
1617	0	4	13	15	6	0	0	0	4	15	6	7	15	2	0	0	8	14	0	4	16	5	0	0	2	15	10	14	7	0	0	0	0	7	16	14	0	0	0	0	12	9	15	6	0	0	0	0	12	8	11	8	0	0	0	0	3	15	15	3	0	0
1618	0	4	8	13	6	0	0	0	5	16	11	9	12	1	0	0	7	13	0	12	16	4	0	0	6	14	9	15	12	3	0	0	0	8	11	10	14	0	0	0	0	0	16	6	0	0	0	0	0	8	12	0	0	0	0	0	6	10	0	0	0	0
1619	0	7	12	15	4	0	0	0	4	16	9	7	12	0	0	0	0	5	0	10	8	0	0	0	0	0	13	16	4	0	0	0	0	0	10	9	16	3	0	0	0	0	0	11	7	0	0	0	8	6	6	15	3	0	0	0	8	15	12	3	0	0
1620	0	11	13	1	0	0	0	0	5	16	14	10	0	0	0	0	9	10	8	12	0	0	0	0	5	3	10	7	0	0	0	0	0	2	15	2	0	0	0	0	11	10	1	5	3	0	0	0	16	12	14	16	9	0	0	0	13	16	11	3	0	0
1621	0	6	12	14	16	16	4	0	3	16	15	12	15	16	4	0	1	5	0	1	16	11	0	0	0	0	0	9	15	3	0	0	0	0	4	16	8	0	0	0	0	12	16	0	0	0	0	0	6	16	6	0	0	0	0	0	10	15	0	0	0	0
1622	0	4	16	13	13	5	0	0	0	9	15	7	4	2	0	0	3	14	9	0	0	0	0	0	5	16	16	13	5	0	0	0	0	0	2	10	15	1	0	0	0	0	5	15	1	0	0	0	1	4	14	6	0	0	0	0	2	16	10	0	0	0
1623	0	0	16	14	5	0	0	0	0	7	16	16	7	0	0	0	0	7	16	16	1	0	0	0	0	12	16	13	0	0	0	0	0	14	16	10	0	0	0	0	14	16	8	0	0	0	0	0	11	16	12	0	0	0	0	0	2	10	16	7	0	0
1624	1	15	16	16	16	15	2	0	0	12	10	9	16	14	2	0	0	0	0	9	16	4	0	0	0	0	5	15	6	0	0	0	0	0	13	12	0	0	0	0	9	15	2	0	0	0	0	1	16	10	0	0	0	0	0	3	16	7	0	0	0	0
1625	0	2	13	16	4	0	0	0	0	12	12	10	13	0	0	0	4	16	2	0	15	2	0	0	5	16	1	0	8	8	0	0	8	12	0	0	8	8	0	5	15	1	0	9	8	0	0	1	15	11	8	16	3	0	0	0	4	15	14	5	0	0
1626	0	8	16	9	0	0	0	0	4	15	10	16	0	0	0	0	5	5	7	12	0	0	0	0	0	0	16	14	9	0	0	0	0	0	8	8	15	7	0	0	0	0	0	11	8	0	0	0	15	5	7	15	3	0	0	0	6	13	13	6	0	0
1627	0	0	0	7	16	11	0	0	0	0	1	16	16	7	0	0	0	4	15	16	5	0	0	0	4	16	16	15	0	0	0	0	1	8	16	16	3	0	0	0	0	10	16	9	0	0	0	0	0	4	16	12	0	0	0	0	0	0	7	12	0	0
1628	0	5	14	16	9	0	0	0	0	8	15	12	14	3	0	0	3	15	12	0	0	0	0	0	12	16	7	0	0	0	0	0	8	14	16	10	1	0	0	0	1	8	16	4	0	0	0	0	3	11	16	3	0	0	0	0	5	16	12	0	0	0
1629	0	0	11	13	1	3	0	0	0	0	15	8	13	13	0	0	0	9	15	4	16	7	0	0	5	16	13	12	16	8	0	0	8	16	16	16	15	7	0	0	0	6	16	4	0	0	0	0	0	7	13	0	0	0	0	0	0	11	7	0	0	0
1630	1	7	15	10	0	0	0	0	6	14	7	16	2	0	0	0	6	14	12	16	13	0	0	0	1	12	16	11	0	0	0	0	0	0	13	16	3	0	0	0	4	12	3	14	2	0	0	0	8	9	0	11	8	0	0	0	6	16	16	11	2	0
1631	0	0	10	8	0	0	0	0	0	2	16	11	1	0	0	0	0	6	15	1	0	0	0	0	0	10	11	0	0	0	0	0	0	13	12	8	6	0	0	0	13	16	16	16	12	1	0	0	9	16	13	11	16	4	0	0	0	10	15	12	5	0
1632	0	0	9	12	2	0	0	0	0	2	13	16	3	0	0	0	0	9	16	16	1	0	0	0	5	15	14	16	5	0	0	0	2	1	12	16	5	0	0	0	0	10	16	4	0	0	0	0	0	12	15	3	0	0	0	0	0	7	15	13	1	0
1633	0	2	8	12	13	9	1	0	0	15	16	14	16	16	0	0	4	16	14	13	16	12	0	0	0	13	14	11	16	10	0	0	0	0	0	5	16	7	0	0	0	0	13	15	3	0	0	0	0	10	15	2	0	0	0	0	1	16	5	0	0	0
1634	0	9	15	6	0	0	0	0	1	16	6	14	2	0	0	0	0	14	1	8	8	0	0	0	0	7	7	5	9	0	0	0	0	0	0	9	5	0	0	0	0	1	14	2	0	0	0	0	5	15	12	11	6	0	0	0	15	14	12	8	8	0
1635	0	11	16	16	13	4	0	0	2	16	14	9	8	8	0	0	7	16	4	0	0	0	0	0	12	16	16	12	1	0	0	0	2	8	10	16	9	0	0	0	1	0	12	12	0	0	0	0	15	12	16	6	0	0	0	0	13	16	9	0	0	0
1636	1	11	16	13	1	0	0	0	9	16	10	15	8	0	0	0	7	13	1	12	11	0	0	0	0	0	5	15	9	0	0	0	0	0	16	16	16	7	0	0	0	7	3	13	12	0	0	0	7	8	10	16	5	0	0	0	13	16	16	6	0	0
1637	2	13	15	5	0	0	0	0	9	16	13	14	0	0	0	0	7	6	2	16	0	0	0	0	0	0	3	16	1	0	0	0	0	0	11	12	0	0	0	0	5	16	7	0	0	0	0	2	16	16	9	11	11	1	0	2	15	16	16	16	11	1
1638	0	0	9	13	1	0	0	0	0	3	15	6	12	0	0	0	1	10	9	0	10	3	0	0	4	16	5	0	5	7	0	0	5	16	3	0	6	8	0	0	16	5	0	6	9	0	0	0	8	14	7	15	3	0	0	0	0	10	16	9	0	0
1639	0	2	8	12	5	0	0	0	0	3	16	16	12	0	0	0	0	5	16	16	8	0	0	0	0	5	16	16	11	0	0	0	0	9	16	16	5	0	0	0	8	16	16	8	0	0	0	0	6	16	16	10	0	0	0	0	1	10	10	7	0	0
1640	0	11	16	13	2	0	0	0	7	16	11	12	14	0	0	0	9	13	0	11	14	0	0	0	0	0	11	16	14	2	0	0	0	0	10	9	15	10	0	0	0	0	0	9	12	0	0	0	14	8	9	16	6	0	0	0	11	16	16	10	0	0
1641	0	0	4	9	15	2	0	0	0	6	15	11	13	4	0	0	3	16	4	4	15	0	0	0	0	15	16	16	16	1	0	0	0	2	4	3	15	6	0	0	0	0	1	16	1	0	0	0	0	3	12	5	0	0	0	0	0	7	10	0	0	0
1642	0	0	0	8	16	7	0	0	0	0	6	16	16	12	0	0	0	8	16	16	16	12	0	0	5	12	8	12	16	8	0	0	0	0	0	12	16	5	0	0	0	0	15	16	1	0	0	0	0	0	16	16	0	0	0	0	0	0	11	16	2	0
1643	2	15	11	1	0	0	0	0	13	15	15	8	0	0	0	0	16	9	8	11	0	0	0	0	7	1	10	9	0	0	0	0	0	0	13	7	0	0	0	0	2	16	5	0	0	0	0	1	14	15	16	16	12	2	0	2	13	16	14	11	6	0
1644	0	0	9	16	10	1	0	0	0	9	13	4	14	8	0	0	4	15	6	10	16	7	0	0	5	16	14	11	16	4	0	0	0	0	0	5	15	1	0	0	0	1	14	7	0	0	0	0	0	7	12	0	0	0	0	0	0	11	8	0	0	0
1645	0	4	11	16	11	1	0	0	3	15	7	5	14	4	0	0	8	13	0	14	16	5	0	0	0	15	16	11	16	5	0	0	0	1	2	5	13	0	0	0	0	1	13	4	0	0	0	0	1	13	7	0	0	0	0	0	6	14	0	0	0	0
1646	0	1	12	15	5	0	0	0	0	12	11	4	3	0	0	0	1	15	2	0	0	0	0	0	5	12	0	0	0	0	0	0	3	16	16	11	2	0	0	2	16	15	8	12	0	0	0	0	10	9	1	15	5	0	0	0	0	12	16	10	0	0
1647	0	1	12	16	14	1	0	0	0	4	16	16	16	4	0	0	2	14	16	16	16	6	0	0	2	12	16	16	10	0	0	0	0	8	16	16	8	0	0	0	11	16	16	5	0	0	0	0	8	16	16	4	0	0	0	0	1	15	16	8	0	0
1648	0	0	10	10	0	0	0	0	0	3	15	5	5	0	0	0	0	11	10	8	12	0	0	0	5	16	5	13	10	2	0	0	11	16	16	16	15	8	0	0	4	9	14	1	0	0	0	0	0	9	9	0	0	0	0	0	0	13	4	0	0	0
1649	0	2	14	7	0	0	0	0	1	9	12	13	6	0	0	0	5	16	8	2	14	0	0	0	6	16	2	0	12	6	0	0	5	15	1	0	9	9	0	0	16	1	0	12	8	0	0	0	11	12	8	15	1	0	0	0	3	13	15	7	0	0
1650	0	0	14	4	5	1	0	0	0	6	13	1	15	5	0	0	0	12	7	2	16	2	0	0	7	15	6	10	16	6	0	0	12	16	16	16	13	6	0	2	7	8	15	3	0	0	0	0	0	8	10	0	0	0	0	0	0	16	4	0	0	0
1651	1	10	14	16	16	15	1	0	1	12	11	8	11	15	2	0	0	0	0	1	14	8	0	0	0	0	0	11	11	1	0	0	0	0	5	16	2	0	0	0	1	16	6	0	0	0	0	0	7	14	1	0	0	0	0	0	15	11	0	0	0	0
1652	0	5	12	10	0	0	0	0	2	16	9	11	2	0	0	0	0	16	5	8	14	0	0	0	1	14	16	16	3	0	0	0	0	3	16	16	4	0	0	0	11	12	15	11	0	0	0	2	16	7	2	16	2	0	0	0	9	15	13	11	1	0
1653	0	5	14	0	0	0	0	0	0	9	11	1	3	0	0	0	2	14	4	10	11	0	0	0	8	16	12	15	14	6	0	0	9	16	13	16	10	5	0	0	0	9	11	0	0	0	0	0	0	15	5	0	0	0	0	0	3	16	3	0	0	0
1654	0	2	11	16	16	16	12	0	0	7	15	9	8	12	13	0	0	0	0	0	1	14	5	0	0	0	0	0	11	9	0	0	0	0	0	6	13	0	0	0	0	1	14	3	0	0	0	0	0	10	9	0	0	0	0	0	1	16	5	0	0	0
1655	0	4	14	11	1	0	0	0	4	16	12	10	8	0	0	0	9	14	1	7	7	0	0	0	1	2	0	15	9	0	0	0	0	0	0	7	15	2	0	0	0	0	0	5	11	0	0	0	12	3	4	10	11	0	0	0	6	15	15	11	1	0
1656	0	1	11	15	16	5	0	0	0	13	15	13	16	9	0	0	1	16	14	15	16	8	0	0	0	13	16	13	15	15	0	0	0	0	0	1	14	9	0	0	0	0	9	14	1	0	0	0	0	9	15	2	0	0	0	0	0	15	7	0	0	0
1657	0	5	11	13	10	3	0	0	1	13	11	5	6	3	0	0	6	15	0	0	0	0	0	0	7	13	4	1	0	0	0	0	1	14	16	15	4	0	0	0	0	0	8	13	0	0	0	0	8	5	5	15	0	0	0	0	4	12	16	9	0	0
1658	2	11	16	16	16	13	0	0	5	12	10	8	13	16	0	0	0	0	0	1	15	11	0	0	0	0	0	13	13	0	0	0	0	0	8	16	2	0	0	0	3	15	8	0	0	0	0	0	11	15	0	0	0	0	0	2	16	10	0	0	0	0
1659	0	0	6	14	9	0	0	0	0	8	15	8	2	0	0	0	3	15	9	0	0	0	0	0	7	15	0	0	0	0	0	0	7	16	4	6	3	0	0	1	16	15	12	15	5	0	0	0	7	14	6	11	14	0	0	0	0	5	13	15	8	0
1660	0	8	11	16	14	3	0	0	0	16	14	8	8	3	0	0	4	16	8	0	0	0	0	0	4	16	14	4	0	0	0	0	0	0	9	16	7	0	0	0	0	0	14	12	0	0	0	3	15	5	15	7	0	0	0	0	11	16	11	1	0	0
1661	0	12	8	2	0	0	0	0	0	16	6	14	6	0	0	0	2	16	10	16	0	0	0	0	10	13	14	10	4	1	0	0	8	16	16	16	16	10	0	0	13	15	4	4	1	0	0	0	12	12	0	0	0	0	0	1	14	5	0	0	0	0
1662	0	0	3	13	14	1	0	0	0	3	15	16	16	0	0	0	5	16	16	16	14	0	0	0	0	0	4	16	14	0	0	0	0	0	4	16	14	0	0	0	0	4	16	10	0	0	0	0	0	4	16	8	0	0	0	0	0	2	12	16	5	0
1663	0	7	12	14	11	3	0	0	0	12	13	5	5	3	0	0	1	16	7	0	0	0	0	0	5	16	16	12	1	0	0	0	0	0	1	12	10	0	0	0	0	0	1	14	0	0	0	0	11	4	8	11	0	0	0	0	10	16	11	2	0	0
1664	0	7	15	15	5	0	0	0	0	15	13	12	15	5	0	0	0	10	14	12	16	3	0	0	0	5	16	16	9	0	0	0	2	15	16	16	3	0	0	7	14	2	12	14	1	0	0	3	15	9	12	16	4	0	0	0	5	12	13	8	1	0
1665	0	9	16	8	0	0	0	0	9	13	4	13	0	0	0	0	7	6	1	14	0	0	0	0	0	0	9	16	9	0	0	0	0	0	8	6	13	6	0	0	0	0	0	4	11	0	0	0	6	0	3	12	5	0	0	0	9	16	16	7	0	0
1666	0	6	15	16	16	5	0	0	3	16	14	8	4	1	0	0	10	16	11	3	0	0	0	0	11	16	16	15	3	0	0	0	1	2	1	14	12	0	0	0	0	0	7	16	1	0	0	0	5	13	11	15	0	0	0	0	7	16	15	3	0	0
1667	0	1	7	12	14	5	0	0	0	8	13	1	8	8	0	0	2	16	6	16	16	9	0	0	0	7	8	6	12	10	0	0	0	0	0	0	12	7	0	0	0	0	0	16	2	0	0	0	0	0	9	10	0	0	0	0	0	8	11	4	0	0
1668	0	0	9	15	13	2	0	0	0	10	12	4	11	8	0	0	3	15	3	6	15	6	0	0	5	16	14	12	15	7	0	0	0	0	0	0	14	5	0	0	0	0	9	12	0	0	0	0	0	8	12	0	0	0	0	0	0	12	5	0	0	0
1669	0	4	16	13	2	0	0	0	0	11	7	2	13	0	0	0	3	16	4	0	9	1	0	0	5	13	2	0	5	7	0	0	4	8	0	0	4	8	0	4	14	0	0	6	8	0	0	0	13	10	1	14	3	0	0	0	4	12	16	10	0	0
1670	1	12	16	6	0	0	0	0	9	16	14	14	3	0	0	0	12	12	0	16	7	0	0	0	2	0	0	15	6	0	0	0	0	0	4	15	1	0	0	0	1	12	14	0	0	0	0	2	15	16	14	9	2	0	0	1	13	16	16	16	16	3
1671	0	0	13	4	0	0	0	0	0	4	16	9	9	0	0	0	0	12	8	10	9	0	0	0	7	15	4	15	8	1	0	0	11	16	16	16	16	10	0	1	4	10	12	0	0	0	0	0	0	12	8	0	0	0	0	0	0	12	5	0	0	0
1672	0	2	12	14	1	0	0	0	0	14	9	11	14	7	0	0	5	12	0	8	11	1	0	0	4	14	8	13	1	0	0	0	0	9	16	4	0	0	0	0	7	13	13	1	0	0	0	0	8	7	14	6	0	0	0	0	4	14	12	4	0	0
1673	0	2	12	8	0	0	0	0	0	13	11	1	0	0	0	0	2	15	1	0	0	0	0	0	6	13	0	0	0	0	0	0	8	14	10	11	5	0	0	4	16	15	8	12	7	0	0	0	15	11	4	11	10	0	0	0	3	13	15	12	3	0
1674	0	1	14	10	0	0	0	0	0	9	16	6	0	0	0	0	0	13	16	1	0	0	0	0	0	16	11	0	0	0	0	0	2	16	15	11	6	1	0	3	16	16	16	16	11	0	0	0	12	16	14	16	11	0	0	0	1	10	15	11	2	0
1675	0	2	14	9	1	0	0	0	1	14	10	11	10	0	0	0	4	14	1	0	12	3	0	0	7	8	0	0	3	6	0	0	7	7	0	0	1	9	0	3	12	0	0	5	8	0	0	0	11	5	3	12	6	0	0	0	2	14	16	9	0	0
1676	0	0	6	13	9	0	0	0	1	15	16	7	3	0	0	0	7	15	3	0	0	0	0	0	7	16	16	8	0	0	0	0	2	11	5	12	7	0	0	0	0	0	2	14	0	0	0	0	0	5	11	16	1	0	0	0	0	4	15	9	0	0
1677	0	1	15	4	0	0	0	0	0	9	12	0	0	0	0	0	1	14	6	0	0	0	0	0	1	16	4	3	3	0	0	0	2	16	8	16	15	2	0	1	16	16	10	5	12	0	0	0	13	15	8	12	10	0	0	0	0	13	15	10	1	0
1678	0	8	13	6	0	0	0	0	2	16	12	11	10	0	0	0	0	16	16	14	8	1	0	0	0	13	11	0	0	0	0	0	2	15	4	0	0	0	0	0	16	13	0	0	0	0	0	2	15	16	2	0	0	0	0	0	11	16	4	0	0	0
