ID	A1	A2
7204	-0.326523	51.755609
7205	-0.050734	51.70994
7206	-0.295694	51.852036
7207	-0.17662	51.910137
7208	-0.511229	51.622263
7209	-0.081392	51.795386
7210	-0.465312	51.774345
7211	-0.235196	51.771314
7212	-0.27206	51.649974
7213	-0.49415	51.755799
7214	-0.270359	51.943572
7215	-0.266693	51.951872
7216	-0.130168	51.753872
7217	-0.461797	51.678985
7218	-0.017438	51.707378
7219	-0.395944	51.649861
7220	-0.397741	51.661206
7221	-0.425959	51.702249
7222	-0.272263	51.951585
7223	0.149123	51.817386
7224	-0.325491	51.751
7225	-0.236296	51.749407
7226	-0.399922	51.627615
7227	-0.06715	51.689862
7228	0.009351	51.788933
7229	-0.263434	51.650638
7230	-0.164183	51.893516
7231	-0.460066	51.743641
7232	-0.346667	51.759428
7233	-0.477004	51.637857
7234	-0.450747	51.745506
7235	-0.185364	51.903124
7236	-0.01773	51.768225
7237	-0.211145	51.916458
7238	-0.200675	51.901929
7239	-0.313903	51.747426
7240	-0.316199	51.753484
7241	-0.030548	52.05884
7242	-0.253005	51.648568
7243	-0.2055	51.912164
7244	-0.050165	51.711729
7245	-0.302503	51.769436
7246	-0.114829	51.71131
7247	-0.476834	51.756709
7248	-0.161719	51.916146
7249	-0.195823	51.811459
7250	-0.393756	51.650424
7251	-0.476061	51.755998
7252	-0.228055	51.995473
7253	-0.28501	51.66955
7254	-0.18456	51.88484
7255	-0.352474	51.740015
7256	-0.495895	51.748188
7257	-0.403233	51.650158
7258	-0.457302	51.771642
7259	-0.498045	51.654916
7260	-0.21686	51.977338
7261	-0.392348	51.675924
7262	-0.360017	51.648438
7263	-0.039847	51.698258
7264	-0.34063	51.824885
7265	-0.194828	51.815652
7266	0.136162	51.863906
7267	-0.001622	51.773599
7268	-0.181494	51.929114
7269	-0.188286	51.861554
7270	0.171222	51.876824
7271	-0.459639	51.769406
7272	-0.437577	51.778323
7273	-0.340262	51.632883
7274	-0.2057	51.910431
7275	-0.313195	51.684742
7276	-0.493438	51.634283
7277	-0.242776	51.77319
7278	-0.417908	51.707357
7279	-0.502015	51.762868
7280	-0.210077	51.698017
7281	-0.150514	51.89938
7282	-0.557543	51.755165
7283	0.164002	51.855663
7284	-0.411764	51.64968
7285	-0.220631	51.992412
7286	-0.365853	51.921765
7287	-0.257452	51.668282
7288	-0.271485	51.954783
7289	-0.18119	51.93088
7290	-0.023276	51.68468
7291	-0.031027	51.714755
7292	-0.057903	51.71389
7293	-0.36088	51.798679
7294	-0.109053	51.857277
7295	-0.339628	51.803587
7296	-0.460219	51.774063
7297	-0.263335	51.649449
7298	-0.197811	51.79471
7299	-0.30077	51.751526
7300	-0.267836	51.958839
7301	-0.396888	51.697666
7302	-0.186853	51.921733
7303	-0.20797	51.819018
7304	-0.189746	51.790045
7305	-0.37865	51.665431
7306	-0.319076	51.687658
7307	-0.18313	51.813251
7308	0.152532	51.863634
7309	-0.384797	51.687331
7310	-0.400542	51.669139
7311	-0.014284	51.752952
7312	0.188575	51.873661
7313	-0.178863	51.727238
7314	-0.219415	51.760923
7315	-0.467492	51.763044
7316	-0.382766	51.626975
7317	-0.200649	51.900023
7318	-0.170908	51.908655
7319	-0.343485	51.858591
7320	-0.010878	52.058968
7321	0.164738	51.860713
7322	-0.342538	51.828239
7323	-0.228761	51.746489
7324	-0.343896	51.821694
7325	-0.11761	51.711615
7326	-0.31266	51.740359
7327	-0.445572	51.769239
7328	-0.180101	51.791929
7329	-0.205675	51.892825
7330	-0.438523	51.747538
7331	-0.575606	51.764026
7332	-0.335235	51.741688
7333	-0.240151	51.980467
7334	-0.337252	51.636563
7335	-0.463359	51.776352
7336	-0.494891	51.756591
7337	-0.389794	51.666771
7338	-0.218317	51.736529
7339	-0.282781	51.949374
7340	-0.015368	51.756324
7341	-0.175663	51.69809
7342	-0.299805	51.652141
7343	-0.195262	51.909319
7344	-0.174732	51.896099
7345	-0.174061	51.687571
7346	-0.076597	51.796629
7347	-0.170112	51.931806
7348	-0.053304	51.690874
7349	-0.240381	51.761347
7350	-0.456991	51.766305
7351	-0.168658	51.897848
7352	-0.029105	51.810527
7353	-0.44663	51.74431
7354	-0.271771	51.722931
7355	-0.427479	51.747283
7356	-0.230653	51.766273
7357	-0.268241	51.647408
7358	-0.396646	51.623002
7359	-0.24743	51.764905
7360	-0.208253	51.804212
7361	-0.01965	52.045664
7362	-0.203106	51.899287
7363	-0.018879	51.947297
7364	-0.340704	51.771097
7365	-0.421707	51.667645
7366	-0.039207	52.052969
7367	-0.01065	51.924794
7368	-0.191161	51.69627
7369	-0.454704	51.775132
7370	-0.334913	51.748085
7371	-0.382999	51.653343
7372	-0.321059	51.747834
7373	-0.218324	51.772444
7374	-0.284564	51.654176
7375	-0.177015	51.911852
7376	-0.356198	51.816175
7377	-0.085373	51.803777
7378	-0.088879	51.797
7379	-0.193341	51.98287
7380	-0.182051	51.853015
7381	-0.208946	51.912162
7382	-0.030254	51.721882
7383	-0.201777	51.721944
7384	-0.025195	52.05849
7385	-0.577539	51.765227
7386	-0.316332	51.682467
7387	-0.026433	51.808585
7388	-0.089529	51.795006
7389	-0.473073	51.75524
7390	-0.282679	51.778149
7391	-0.224966	51.74796
7392	-0.061839	51.801234
7393	-0.022691	51.729309
7394	-0.180806	51.692891
7395	-0.038005	51.713073
7396	-0.167006	51.79587
7397	0.090817	51.831656
7398	-0.419021	51.669614
7399	-0.410117	51.693844
7400	-0.180151	51.896156
7401	-0.067109	51.707126
7402	-0.337328	51.753722
7403	-0.525062	51.74844
7404	-0.03596	51.719514
7405	-0.220578	51.687062
7406	-0.520813	51.64071
7407	-0.276829	51.953198
7408	-0.278236	51.751297
7409	-0.166684	51.90849
7410	-0.339592	51.744132
7411	-0.014427	52.043085
7412	-0.079402	51.808095
7413	-0.079165	51.796267
7414	-0.473102	51.750106
7415	-0.178039	51.694062
7416	-0.181565	51.925563
7417	-0.196328	51.78646
7418	-0.028463	52.055829
7419	-0.351346	51.816736
7420	-0.276711	51.672567
7421	-0.533334	51.724716
7422	-0.38657	51.627675
7423	-0.33706	51.740518
7424	-0.17913	51.897318
7425	-0.221828	51.994552
7426	-0.245536	51.98053
7427	-0.193368	51.986539
7428	-0.475525	51.735795
7429	-0.374183	51.665001
7430	-0.007882	51.766413
7431	-0.426895	51.695689
7432	-0.267551	51.658306
7433	-0.412696	51.615136
7434	-0.472781	51.619044
7435	-0.026389	51.726197
7436	-0.01074	51.822024
7437	-0.03471	51.712632
7438	0.159793	51.857836
7439	-0.231172	51.980692
7440	-0.125061	51.762424
7441	-0.341228	51.764729
7442	-0.220839	51.907379
7443	-0.189221	51.987896
7444	0.161853	51.872024
7445	-0.180063	51.797557
7446	-0.290879	51.695362
7447	-0.394437	51.656108
7448	-0.473987	51.639913
7449	-0.029398	51.812447
7450	-0.088213	51.794921
7451	-0.174231	51.920279
7452	-0.255178	51.94824
7453	-0.292633	51.750617
7454	-0.444844	51.742344
7455	-0.488941	51.761244
7456	-0.322075	51.750915
7457	-0.234274	51.749629
7458	-0.393795	51.622334
7459	-0.032168	51.688148
7460	-0.589349	51.762474
7461	-0.034107	51.718853
7462	-0.505533	51.759892
7463	-0.430252	51.748786
7464	-0.445569	51.760032
7465	-0.189249	51.811879
7466	-0.405316	51.634477
7467	-0.272827	51.955846
7468	-0.240824	51.759996
7469	-0.04428	51.713583
7470	-0.365137	51.645938
7471	-0.408629	51.800981
7472	-0.219965	51.904102
7473	-0.080027	51.796802
7474	-0.348632	51.720251
7475	-0.211461	51.973983
7476	-0.401056	51.677941
7477	-0.53655	51.702231
7478	-0.007648	51.769088
7479	-0.190409	51.889705
7480	-0.194182	51.81512
7481	-0.216677	51.858283
7482	-0.060341	51.801344
7483	-0.348897	51.829363
7484	-0.380713	51.652565
7485	-0.394555	51.670353
7486	-0.16365	51.917291
7487	-0.173378	51.796806
7488	-0.471859	51.747428
7489	-0.388689	51.682834
7490	-0.239023	51.763458
7491	-0.029371	51.69659
7492	-0.427478	51.695975
7493	-0.265777	51.960157
7494	-0.030653	51.685713
7495	-0.00059	51.788761
7496	-0.223566	51.823841
7497	-0.322823	51.767093
7498	-0.468307	51.761652
7499	-0.082166	51.79663
7500	-0.496326	51.759649
7501	-0.514453	51.621297
7502	-0.379915	51.62832
7503	-0.219309	51.772827
7504	-0.33708	51.74942
7505	-0.224975	51.762887
7506	-0.185069	51.887366
7507	0.134443	51.874854
7508	-0.342142	51.742154
7509	-0.008159	51.773602
7510	-0.41805	51.651392
7511	-0.205983	51.97042
7512	-0.458565	51.750716
7513	-0.070643	51.797503
7514	-0.203715	51.69461
7515	-0.014081	51.759549
7516	-0.025767	52.054444
7517	-0.174353	51.917269
7518	-0.036275	51.71692
7519	-0.205172	51.795965
7520	-0.201978	51.970818
7521	-0.26344	51.955852
7522	-0.396664	51.660589
7523	-0.175877	51.932408
7524	-0.172969	51.912329
7525	-0.347411	51.815638
7526	-0.300553	51.807066
7527	-0.179808	51.929438
7528	-0.466989	51.773171
7529	-0.220058	51.910587
7530	-0.210062	51.977307
7531	-0.175128	51.69988
7532	-0.445789	51.780626
7533	-0.210349	51.805476
7534	-0.26714	51.66035
7535	-0.670806	51.798266
7536	-0.223792	51.909555
7537	-0.257194	51.646741
7538	-0.008819	51.770799
7539	-0.071743	51.795507
7540	-0.223972	51.761478
7541	-0.018489	51.817731
7542	-0.068118	51.7989
7543	-0.452037	51.74546
7544	-0.269328	51.655688
7545	-0.173594	51.885435
7546	-0.224069	51.992392
7547	-0.24119	51.984781
7548	-0.227178	51.978582
7549	-0.171782	51.898948
7550	-0.316008	52.038484
7551	-0.331525	51.679986
7552	-0.406593	51.797824
7553	-0.206601	51.910436
7554	-0.169794	51.930317
7555	-0.191708	51.901531
7556	-0.396177	51.669889
7557	-0.469571	51.758548
7558	-0.220736	51.805805
7559	-0.213969	51.980487
7560	-0.203302	51.90348
7561	-0.013689	51.814692
7562	-0.446171	51.738261
7563	-0.466736	51.836236
7564	-0.259184	51.959754
7565	-0.025793	51.70929
7566	-0.023875	51.685554
7567	-0.462945	51.732646
7568	-0.652835	51.797414
7569	-0.181301	51.703995
7570	-0.492561	51.638939
7571	-0.185432	51.804699
7572	-0.367562	51.646844
7573	-0.342748	51.740634
7574	-0.224473	51.746487
7575	-0.445029	51.781245
7576	-0.445899	51.650317
7577	-0.470366	51.750466
7578	-0.177067	51.795946
7579	-0.275539	51.904498
7580	-0.327584	51.702545
7581	-0.271155	51.666164
7582	-0.517409	51.64804
7583	-0.011368	51.774808
7584	-0.012491	51.759792
7585	-0.386459	51.620219
7586	0.161318	51.853294
7587	-0.235647	51.992808
7588	-0.307471	51.762944
7589	-0.337888	51.755042
7590	-0.339097	51.929222
7591	-0.40637	51.649742
7592	-0.307075	51.763451
7593	-0.099934	51.813815
7594	-0.384079	51.69857
7595	-0.47141	51.749158
7596	-0.234696	51.774822
7597	-0.184271	51.89238
7598	-0.196181	51.823936
7599	-0.114966	51.707302
7600	-0.123184	51.714735
7601	-0.045711	51.705244
7602	-0.282697	51.668024
7603	-0.455071	51.755454
7604	-0.390431	51.652465
7605	-0.50021	51.749556
7606	-0.351389	51.714904
7607	-0.35743	51.725985
7608	-0.279041	51.949004
7609	-0.353543	51.650389
7610	-0.012397	51.756993
7611	-0.228141	51.803785
7612	-0.204783	51.700166
7613	-0.161941	51.914261
7614	-0.177313	51.879
7615	-0.172421	51.798949
7616	-0.458237	51.834327
7617	-0.220742	51.792407
7618	-0.024809	51.817864
7619	-0.20857	51.869355
7620	-0.058504	51.711031
7621	-0.178658	51.882393
7622	-0.235401	51.866685
7623	-0.665948	51.797788
7624	-0.011827	51.937646
7625	-0.420895	51.643158
7626	-0.464223	51.643607
7627	-0.180521	51.789058
7628	-0.0088	51.871602
7629	-0.274014	51.950325
7630	-0.461098	51.766117
7631	-0.442403	51.654056
7632	-0.389212	51.692139
7633	-0.033265	51.711906
7634	-0.46394	51.640447
7635	-0.175946	51.804687
7636	-0.222453	51.754037
7637	-0.208676	51.899579
7638	-0.02738	51.687123
7639	-0.228017	51.787706
7640	-0.077172	51.79573
7641	-0.169083	51.927069
7642	-0.423147	51.698192
7643	-0.172745	51.894548
7644	0.002733	51.76786
7645	-0.658316	51.795463
7646	-0.435661	51.694088
7647	-0.211471	51.926183
7648	-0.20012	51.814654
7649	-0.079373	51.806395
7650	0.099642	51.882827
7651	-0.014331	51.816582
7652	-0.202182	51.913327
7653	-0.016898	51.755783
7654	-0.229235	51.993243
7655	-0.195564	51.898884
7656	-0.015961	51.775838
7657	-0.286211	51.952553
7658	-0.40095	51.636594
7659	-0.056451	51.71097
7660	-0.034606	51.701659
7661	-0.083773	51.7919
7662	-0.390313	51.664782
7663	-0.138421	51.783237
7664	-0.455626	51.843635
7665	-0.247012	51.9539
7666	0.149582	51.855667
7667	-0.220273	51.73726
7668	-0.185794	51.786999
7669	-0.444465	51.741557
7670	-0.413393	51.651887
7671	-0.38348	51.688985
7672	-0.171417	51.909733
7673	-0.002518	51.773336
7674	-0.473281	51.630381
7675	-0.110162	51.790582
7676	-0.326668	51.768128
7677	-0.272308	51.936407
7678	-0.160042	51.891716
7679	-0.187863	51.797237
7680	-0.472742	51.747466
7681	-0.304325	51.762197
7682	-0.487783	51.751231
7683	-0.40302	51.671844
7684	-0.030124	51.815094
7685	-0.215323	52.02882
7686	-0.044653	51.69689
7687	-0.363483	51.721151
7688	-0.433254	51.824447
7689	-0.382562	51.696867
7690	-0.284268	51.971039
7691	0.001794	51.767264
7692	-0.436249	51.778152
7693	-0.237554	51.760244
7694	-0.208868	51.991172
7695	-0.047625	51.801583
7696	-0.240473	51.746296
7697	-0.300637	51.74773
7698	-0.224752	51.691324
7699	-0.258086	51.666079
7700	-0.274374	51.656815
7701	-0.415011	51.678831
7702	-0.203074	51.911389
7703	-0.039886	51.700048
7704	-0.498936	51.642824
7705	-0.172798	51.922262
7706	-0.156471	51.912224
7707	-0.186723	51.976536
7708	-0.391416	51.656084
7709	-0.21691	51.900495
7710	-0.025353	51.702457
7711	0.015235	51.986373
7712	-0.042025	51.816012
7713	-0.393747	51.616731
7714	-0.258082	51.928114
7715	0.082732	51.876608
7716	-0.208844	51.700659
7717	-0.353591	51.830373
7718	-0.157921	51.908749
7719	-0.463255	51.750841
7720	-0.406274	51.68257
7721	-0.417865	51.680794
7722	-0.193773	51.800322
7723	-0.377741	51.631357
7724	-0.287286	51.806559
7725	-0.392859	51.654117
7726	-0.225087	51.761126
7727	-0.392999	51.662023
7728	0.153068	51.820407
7729	-0.401298	51.652982
7730	0.094846	51.771452
7731	-0.118678	51.859428
7732	-0.23527	51.766423
7733	-0.014004	52.056575
7734	-0.470336	51.763369
7735	0.147265	51.874405
7736	-0.175065	51.89971
7737	-0.385979	51.671188
7738	-0.476654	51.746573
7739	-0.40901	51.668463
7740	-0.017598	51.780164
7741	-0.344467	51.635262
7742	-0.107283	51.708293
7743	-0.402424	51.660847
7744	-0.175423	51.923148
7745	-0.204428	51.821617
7746	-0.56288	51.760014
7747	-0.214596	51.793815
7748	-0.189299	51.882251
7749	-0.23441	51.847113
7750	-0.177045	51.919019
7751	0.012918	51.786345
7752	-0.364695	51.833135
7753	-0.163391	51.928266
7754	-0.396655	51.672728
7755	-0.182731	51.901015
7756	-0.175623	51.878767
7757	-0.223951	51.835833
7758	-0.396013	51.658971
7759	-0.198623	51.701133
7760	-0.019641	52.007934
7761	-0.347484	51.816035
7762	-0.0411	51.708449
7763	-0.283864	51.655497
7764	-0.007447	51.761469
7765	-0.501417	51.764309
7766	-0.336647	51.747409
7767	-0.21888	51.79254
7768	-0.396373	51.638923
7769	-0.45574	51.770677
7770	-0.180441	51.920618
7771	-0.004176	51.765657
7772	-0.392566	51.690998
7773	0.144276	51.811863
7774	-0.522011	51.643872
7775	-0.288291	51.696835
7776	-0.340924	51.739412
7777	-0.206893	51.700603
7778	-0.232872	51.752512
7779	-0.352937	51.723297
7780	-0.279476	51.654929
7781	-0.285657	51.946089
7782	-0.204277	51.70344
7783	0.1605	51.871689
7784	-0.078108	51.796915
7785	-0.230736	51.993247
7786	-0.402074	51.65765
7787	-0.359816	51.728464
7788	-0.210469	51.835035
7789	-0.239637	51.967952
7790	-0.34572	51.827358
7791	-0.301757	51.766935
7792	-0.52652	51.650565
7793	-0.05067	51.711756
7794	-0.41315	51.70517
7795	-0.184787	51.703339
7796	-0.401996	51.702591
7797	-0.399994	51.676056
7798	-0.34144	51.889719
7799	-0.41087	51.687237
7800	-0.33033	51.749027
7801	-0.382866	51.65139
7802	-0.032104	51.72364
7803	-0.657892	51.804881
7804	-0.296671	51.768812
7805	-0.439223	51.646892
7806	-0.351461	51.819552
7807	-0.031623	51.810992
7808	-0.518606	51.650789
7809	-0.449536	51.770712
7810	-0.340525	51.751078
7811	-0.269198	51.952574
7812	-0.335488	51.73876
7813	-0.022325	52.046527
7814	-0.08817	51.725617
7815	-0.196796	51.795801
7816	0.012048	51.889861
7817	-0.222479	51.911873
7818	0.138609	51.86468
7819	-0.24563	51.953888
7820	-0.221949	51.746584
7821	-0.233757	51.987916
7822	-0.186998	51.906215
7823	-0.414926	51.657231
7824	-0.394749	51.621492
7825	-0.065027	51.707065
7826	-0.333	51.747708
7827	-0.218726	51.765544
7828	-0.499937	51.762608
7829	-0.504608	51.751941
7830	-0.008469	51.776773
7831	-0.235087	51.754029
7832	-0.206459	51.916926
7833	-0.27782	51.687564
7834	-0.281498	51.652684
7835	-0.101037	51.887964
7836	-0.066225	51.732254
7837	-0.081048	51.992459
7838	-0.167718	51.890594
7839	-0.380949	51.705981
7840	-0.255642	51.947896
7841	0.004329	51.787202
7842	-0.247459	51.767918
7843	-0.413477	51.644101
7844	-0.190545	51.904058
7845	-0.239756	51.75543
7846	-0.443132	51.716694
7847	-0.462788	51.754782
7848	-0.349919	51.658638
7849	-0.2358	51.747629
7850	-0.258885	51.654671
7851	-0.061664	51.709564
7852	-0.361653	51.798159
7853	-0.323101	51.68679
7854	-0.435342	51.653827
7855	-0.248654	51.983103
7856	-0.395334	51.677359
7857	-0.379769	51.685939
7858	-0.417498	51.64483
7859	-0.37829	51.648782
7860	-0.267931	51.755192
7861	-0.395008	51.653445
7862	-0.398063	51.65453
7863	0.147251	51.84973
7864	-0.173555	51.891432
7865	-0.285923	51.873421
7866	-0.47133	51.740372
7867	-0.193708	51.843654
7868	-0.082885	51.787884
7869	-0.397609	51.668245
7870	-0.414947	51.689773
7871	-0.49697	51.655945
7872	-0.275668	51.940584
7873	-0.342282	51.730017
7874	-0.274844	51.874446
7875	-0.219571	51.924373
7876	-0.438248	51.771066
7877	-0.23963	51.748243
7878	-0.282907	51.668576
7879	-0.233703	51.771318
7880	-0.210711	51.914203
7881	-0.394637	51.676216
7882	-0.178345	51.880077
7883	-0.416602	51.706206
7884	-0.505533	51.623719
7885	-0.294005	51.738444
7886	-0.185624	51.992579
7887	-0.385325	51.623269
7888	-0.289566	51.956144
7889	0.159347	51.868239
7890	-0.399741	51.65493
7891	-0.215733	51.830394
7892	-0.425953	51.646508
7893	-0.282629	51.94956
7894	-0.458611	51.765526
7895	0.006345	51.770541
7896	-0.034567	51.705229
7897	-0.159561	51.889271
7898	-0.228256	51.769384
7899	-0.349398	51.818031
7900	-0.019147	52.062327
7901	-0.038343	51.817605
7902	-0.337594	51.738997
7903	-0.224714	51.96209
7904	-0.290382	51.947326
7905	-0.261498	51.667604
7906	-0.412322	51.651495
7907	-0.305793	51.75319
7908	-0.301432	51.726925
7909	-0.345451	51.758224
7910	-0.419945	51.699579
7911	-0.456151	51.749282
7912	-0.446835	51.771693
7913	-0.163825	51.902673
7914	-0.020798	52.054684
7915	-0.310388	51.766699
7916	-0.406476	51.6694
7917	-0.142938	51.702855
7918	-0.027315	52.058058
7919	-0.301318	51.643773
7920	-0.192737	51.813174
7921	-0.39105	51.621918
7922	-0.230946	51.761376
7923	-0.19732	51.894595
7924	-0.440873	51.647247
7925	-0.117857	51.709137
7926	0.156692	51.812427
7927	-0.33903	51.7496
7928	0.10948	51.835954
7929	-0.454348	51.772826
7930	-0.339064	51.767216
7931	-0.265253	51.659423
7932	-0.357988	51.64538
7933	-0.192068	51.899801
7934	-0.395822	51.626704
7935	-0.221862	51.76097
7936	0.013704	51.893753
7937	-0.036003	51.712186
7938	-0.496365	51.761511
7939	-0.304488	51.637057
7940	-0.461934	51.836596
7941	0.159521	51.870664
7942	-0.174928	51.879062
7943	-0.206624	51.970772
7944	-0.335621	51.73592
7945	-0.399433	51.689104
7946	0.15492	51.815733
7947	-0.035217	51.694584
7948	-0.348924	51.714635
7949	-0.036788	51.70942
7950	-0.041005	51.785655
7951	-0.378689	51.693487
7952	-0.0179	51.764999
7953	-0.376365	51.677161
7954	-0.303528	51.722765
7955	-0.437409	51.777727
7956	-0.029842	51.723386
7957	-0.354796	51.913563
7958	-0.271699	51.660606
7959	-0.395831	51.656747
7960	-0.184872	51.791903
7961	-0.180485	51.691519
7962	-0.412352	51.702759
7963	-0.455278	51.833002
7964	-0.264074	51.955627
7965	-0.229593	51.767084
7966	-0.22615	51.765791
7967	-0.382694	51.644841
7968	-0.34788	51.817083
7969	-0.331409	51.736238
7970	-0.405761	51.692652
7971	-0.215321	51.922627
7972	-0.278825	51.947437
7973	-0.198022	51.793778
7974	-0.234598	51.765451
7975	-0.39708	51.657007
7976	-0.217965	51.769777
7977	-0.001544	51.789793
7978	-0.193997	51.909695
7979	-0.023862	51.749939
7980	-0.189269	51.799435
7981	-0.245723	51.977232
7982	-0.027385	51.696997
7983	-0.048465	51.801273
7984	0.014361	52.005523
7985	-0.320946	51.740729
7986	0.057344	51.822651
7987	-0.191982	51.78419
7988	-0.176255	51.922001
7989	-0.024222	51.708157
7990	-0.239351	51.971517
7991	-0.396992	51.65991
7992	-0.074367	51.798931
7993	-0.225991	51.906135
7994	-0.070697	51.79147
7995	-0.017115	51.945738
7996	0.148196	51.824444
7997	-0.343669	51.741177
7998	-0.414503	51.649079
7999	-0.291935	51.763375
8000	-0.302951	51.76135
8001	-0.470336	51.63804
8002	-0.021617	51.746277
8003	-0.037445	51.718001
8004	-0.480562	51.772988
8005	-0.228835	51.763107
8006	-0.298947	51.728309
8007	-0.228319	51.772208
8008	0.011317	51.789133
8009	-0.182833	51.915763
8010	-0.382868	51.643621
8011	-0.422285	51.679298
8012	-0.239476	51.985052
8013	-0.0696	51.796461
8014	0.174521	51.863302
8015	-0.281466	51.662719
8016	-0.238042	51.741395
8017	-0.229326	51.973975
8018	-0.65948	51.804629
8019	-0.17846	51.920336
8020	-0.162324	51.91808
8021	-0.399146	51.660722
8022	-0.176752	51.93199
8023	-0.435728	51.751709
8024	-0.563904	51.759693
8025	0.178835	51.866909
8026	-0.423506	51.675798
8027	-0.453959	51.752805
8028	-0.284413	51.952365
8029	-0.456512	51.648946
8030	-0.252844	51.65575
8031	-0.170509	51.918837
8032	-0.403307	51.660823
8033	-0.192722	51.899443
8034	-0.18876	51.989219
8035	-0.323707	51.695071
8036	-0.317068	51.747651
8037	-0.389049	51.661285
8038	-0.041501	51.701846
8039	-0.208932	51.792929
8040	-0.025452	51.722116
8041	-0.063299	51.802696
8042	-0.045579	51.712004
8043	-0.22736	51.978036
8044	-0.032298	51.712169
8045	-0.217591	51.765293
8046	-0.280216	51.668608
8047	-0.341005	51.805189
8048	-0.183762	51.992883
8049	-0.326791	51.761674
8050	-0.286845	51.750434
8051	-0.229428	51.979506
8052	-0.192356	51.904571
8053	0.091654	51.885721
8054	-0.17257	51.80066
8055	-0.228751	51.753412
8056	-0.351214	51.666362
8057	-0.466848	51.634352
8058	-0.164673	51.700041
8059	-0.220334	51.76297
8060	-0.356123	51.646199
8061	-0.112543	51.708144
8062	-0.280872	51.661208
8063	-0.402395	51.655919
8064	-0.031581	51.703344
8065	-0.214628	51.761408
8066	-0.214075	51.89574
8067	-0.273577	51.948061
8068	-0.492917	51.764982
8069	-0.450532	51.779708
8070	-0.204584	51.966452
8071	-0.196845	51.989173
8072	-0.183171	51.788784
8073	-0.17578	51.899631
8074	0.175179	51.885375
8075	-0.026197	51.699684
8076	-0.474072	51.753994
8077	-0.258046	51.674297
8078	-0.033916	51.812981
8079	-0.285057	51.874047
8080	-0.280496	51.657777
8081	-0.464	51.633956
8082	-0.37596	51.665844
8083	-0.399725	51.658248
8084	-0.222268	51.984551
8085	-0.441659	51.652976
8086	-0.232721	51.769352
8087	-0.234876	51.849296
8088	-0.307419	51.764328
8089	-0.466944	51.774501
8090	-0.032214	51.685082
8091	-0.056389	51.690116
8092	-0.033266	51.693508
8093	-0.304096	51.745118
8094	-0.470142	51.639512
8095	-0.355057	51.638909
8096	-0.443793	51.753966
8097	-0.226192	51.912828
8098	-0.3019	51.761964
8099	-0.501583	51.698401
8100	-0.464272	51.759711
8101	-0.5652	51.760411
8102	-0.010456	51.751691
8103	-0.450385	51.709912
8104	-0.387751	51.685231
8105	-0.46969	51.742598
8106	-0.596432	51.771892
8107	-0.414376	51.643178
8108	-0.184692	51.899607
8109	-0.291823	51.954208
8110	-0.399725	51.649616
8111	-0.412868	51.647033
8112	-0.389527	51.627796
8113	-0.034601	51.695104
8114	-0.407817	51.669922
8115	-0.172545	51.893043
8116	-0.464573	51.738449
8117	-0.231079	51.759085
8118	-0.194407	51.782645
8119	-0.394024	51.675138
8120	-0.471206	51.757329
8121	-0.205344	51.802208
8122	-0.167481	51.860315
8123	-0.454741	51.758336
8124	-0.350014	51.824595
8125	-0.272676	51.667625
8126	-0.061684	51.716533
8127	-0.056766	51.709348
8128	-0.56001	51.757776
8129	-0.026571	51.708395
8130	-0.230131	51.967935
8131	-0.056041	51.698239
8132	-0.458021	51.770087
8133	-0.398009	51.656903
8134	-0.466312	51.760241
8135	-0.259594	51.831069
8136	-0.027895	51.815641
8137	-0.038989	51.827112
8138	-0.230459	51.747521
8139	-0.201129	51.90476
8140	-0.513249	51.619681
8141	-0.339165	51.753028
8142	-0.195411	51.909591
8143	-0.384766	51.666648
8144	-0.473578	51.751029
8145	-0.1957	51.788752
8146	-0.292191	51.669727
8147	-0.394087	51.69912
8148	-0.412565	51.654897
8149	-0.389302	51.696537
8150	-0.167735	51.698047
8151	-0.202835	51.988716
8152	-0.468761	51.760237
8153	-0.197828	51.783371
8154	-0.398841	51.669377
8155	-0.414252	51.691859
8156	-0.244747	51.766466
8157	-0.289744	51.669422
8158	-0.189747	51.791115
8159	-0.377981	51.707235
8160	-0.284981	51.664973
8161	-0.178687	51.690538
8162	-0.377708	51.689373
8163	-0.33506	51.825202
8164	-0.031428	51.724528
8165	-0.288022	51.669846
8166	-0.441455	51.714128
8167	-0.020631	52.058116
8168	-0.039992	51.686867
8169	-0.403619	51.680331
8170	-0.334333	51.718943
8171	-0.431999	51.748549
8172	-0.340617	51.811793
8173	-0.17749	51.705564
8174	-0.029555	51.717662
8175	0.152649	51.865161
8176	-0.032062	51.70792
8177	-0.276758	51.945554
8178	-0.353353	51.713061
8179	-0.345378	51.738018
8180	-0.564532	51.756347
8181	-0.174611	51.887231
8182	-0.177784	51.802998
8183	-0.127092	51.920123
8184	-0.390695	51.653988
8185	0.158173	51.870419
8186	-0.496155	51.75346
8187	-0.333692	51.765135
8188	-0.210308	51.922524
8189	-0.393909	51.657539
8190	-0.201452	51.794307
8191	-0.415372	51.653568
8192	-0.538962	51.720793
8193	-0.377954	51.830073
8194	-0.461501	51.751276
8195	-0.446027	51.741209
8196	-0.166013	51.809982
8197	-0.556951	51.75692
8198	-0.225214	51.911815
8199	-0.44756	51.745077
8200	-0.448191	51.72498
8201	-0.023387	51.703404
8202	-0.185278	51.81359
8203	0.152481	51.810517
8204	-0.440712	51.707095
8205	-0.282923	51.947578
8206	-0.582626	51.762447
