ID	x	y
1173	25.4102	14.637
1174	26.0634	14.7336
1175	25.1089	16.9025
1176	26.6614	15.7088
1177	26.6384	13.4042
1178	26.4383	15.0418
1179	26.7534	14.9383
1180	25.7805	15.212
1181	26.1853	14.4668
1182	26.3118	14.5427
1183	26.1071	13.4548
1184	24.9571	15.0303
1185	25.5597	13.9125
1186	26.7925	14.2345
1187	26.6453	15.3546
1188	24.5362	16.9117
1189	26.6522	14.2115
1190	25.8794	15.0211
1191	25.7897	15.1453
1192	26.7534	15.6398
1193	26.2957	15.5087
1194	26.9535	15.5133
1195	24.9249	13.7607
1196	25.8242	14.6485
1197	26.4084	15.2212
1198	25.608	15.7548
1199	25.3596	14.2069
1200	25.3412	13.9631
1201	16.2631	10.0255
1202	15.7525	9.738
1203	16.4425	10.9915
1204	16.1205	8.9905
1205	16.3252	8.5903
1206	16.2079	9.3884
1207	14.4116	9.485
1208	16.2838	8.841
1209	16.9738	9.439
1210	16.6932	10.5361
1211	14.6439	11.1433
1212	17.1141	9.7311
1213	15.4558	8.45
1214	14.2368	8.9537
1215	15.2649	8.2131
1216	16.6564	9.9243
1217	16.4287	8.9169
1218	16.0607	9.1584
1219	14.5634	7.2057
1220	14.016	10.1267
1221	16.2723	9.1032
1222	15.442	8.0222
1223	16.6794	8.2844
1224	15.0372	9.554
1225	15.7594	8.4017
1226	15.6122	11.8816
1227	15.0556	9.4896
1228	15.5892	10.2141
1229	15.9595	9.3562
1230	15.7594	9.6828
1231	13.8918	9.2987
1232	16.9669	8.519
1233	14.5289	8.7306
1234	14.6761	7.898
1235	15.5409	9.347
1236	14.6945	8.6938
1237	16.3528	9.8783
1238	16.0032	8.6087
1239	13.9079	9.0181
1240	13.9125	10.6741
1241	16.8496	9.5954
1242	14.8532	8.9238
1243	16.3551	9.9703
1244	15.5938	8.5144
1245	16.4172	9.14
1246	16.3896	8.588
1247	14.9268	10.3843
1248	17.1348	10.2601
1249	16.8312	8.5719
1250	15.1729	9.4965
1251	15.6421	8.8663
1252	15.6099	8.8709
1253	14.66	9.6989
1254	16.4954	9.3907
1255	15.7824	8.5811
1256	13.8136	9.5655
1257	15.3638	8.9238
1258	15.9664	9.991
1259	15.3293	8.6685
1260	14.9314	7.9095
1261	14.384	9.9542
1262	14.5887	10.2279
1263	15.5984	9.8553
1264	16.1297	8.9146
1265	15.6881	7.9187
1266	15.9595	10.0186
1267	15.971	9.623
1268	15.4811	9.5816
1269	15.6789	8.818
1270	15.764	8.9169
1271	15.189	9.1975
1272	15.0004	9.1791
1273	16.4126	9.7656
1274	15.7479	9.3424
1275	15.1844	9.7311
1276	15.2143	10.0071
1277	16.2148	8.3258
1278	15.6306	9.2182
1279	16.5621	9.5034
1280	14.9314	9.9887
1281	16.0952	9.6184
1282	16.0722	9.0227
1283	15.9871	9.8139
1284	16.1826	8.8962
1285	14.4208	9.462
1286	15.9756	10.1865
1287	15.1246	9.7978
1288	16.4931	9.3056
1289	17.1187	10.4602
1290	15.4696	8.841
1291	15.5915	9.3033
1292	16.224	8.9514
1293	16.0216	9.6667
1294	15.5041	10.1865
1295	14.9452	8.7697
1296	14.4185	9.3102
1297	14.7658	8.7237
1298	16.3459	8.5696
1299	14.6324	8.5857
1300	15.5386	9.8139
1301	16.6863	13.8642
1302	17.8731	15.143
1303	15.7617	14.3472
1304	16.6334	13.4295
1305	16.27	14.8532
1306	16.9692	14.7612
1307	15.9503	13.7331
1308	16.9048	13.8964
1309	16.4793	14.9981
1310	17.6224	12.9212
1311	16.2516	13.2731
1312	16.7277	13.8688
1313	17.213	14.0137
1314	15.4466	14.9981
1315	16.0745	14.0022
1316	15.7571	15.258
1317	15.8629	14.7635
1318	16.7944	14.453
1319	16.5943	15.511
1320	17.1969	14.9521
1321	17.3349	15.1798
1322	15.5156	14.8808
1323	16.3114	14.9521
1324	15.9641	15.0694
1325	15.8008	14.2437
1326	16.6196	13.7768
1327	16.431	15.5317
1328	16.2171	14.9958
1329	15.4397	14.7842
1330	16.0768	17.0313
1331	16.6679	14.5841
1332	17.3924	14.6232
1333	15.7985	13.7998
1334	16.1734	15.2212
1335	15.9733	15.7617
1336	16.4149	14.8532
1337	16.4103	14.3909
1338	16.983	15.7272
1339	16.4425	12.935
1340	15.603	16.1619
1341	15.7732	15.3293
1342	15.4765	14.0505
1343	16.6196	15.0165
1344	15.3086	14.89
1345	16.0952	14.3633
1346	16.4885	14.683
1347	16.1527	14.1218
1348	16.2171	15.0303
1349	16.4701	14.0137
1350	17.7995	14.1218
1351	15.6421	14.1678
1352	17.2176	14.821
1353	16.224	14.5174
1354	16.5276	15.1844
1355	16.086	14.8785
1356	17.466	15.1936
1357	14.9406	14.5013
1358	15.8721	12.8867
1359	16.799	15.6168
1360	16.1067	14.4208
1361	16.2953	15.2189
1362	15.2971	14.6715
1363	17.0727	14.3242
1364	15.2948	14.7658
1365	16.6058	14.9912
1366	14.5588	14.4001
1367	16.2378	13.8435
1368	16.6886	14.7198
1369	16.1182	15.2534
1370	15.5823	13.8297
1371	15.2051	14.039
1372	16.0515	14.3081
1373	16.6265	15.0855
1374	16.2309	14.7497
1375	16.1711	14.4208
1376	17.3441	15.2258
1377	15.5938	15.0487
1378	17.9007	14.3127
1379	15.4949	15.3385
1380	16.3206	16.1596
1381	17.2797	14.9268
1382	16.4931	14.2437
1383	16.661	16.3896
1384	16.0101	14.7612
1385	16.2746	16.1412
1386	17.3027	13.6388
1387	16.7875	15.4029
1388	15.3431	15.4167
1389	16.3597	17.1233
1390	16.224	15.4374
1391	16.5713	15.2764
1392	15.0924	15.9894
1393	16.7806	14.6163
1394	15.2925	16.4195
1395	16.7875	16.0653
1396	17.4568	14.2759
1397	15.6536	13.4456
1398	17.0083	14.1011
1399	16.3804	15.0372
1400	15.9388	15.1913
1401	20.5227	19.4578
1402	19.7683	19.9868
1403	21.4864	19.7039
1404	19.6832	18.3515
1405	21.6014	20.4905
1406	20.203	19.9592
1407	20.6975	19.8258
1408	19.6763	19.8626
1409	21.1506	20.1294
1410	19.6694	19.9776
1411	21.3921	19.0691
1412	19.7821	20.2237
1413	20.4813	19.0162
1414	20.1202	19.0737
1415	20.7849	20.4767
1416	21.3369	19.7177
1417	19.3313	19.6372
1418	19.7476	19.1013
1419	20.9597	18.4619
1420	20.6377	19.3934
1421	20.8608	18.4711
1422	20.3456	19.0553
1423	18.6298	19.8051
1424	20.5572	19.3589
1425	20.8654	20.4491
1426	20.2536	19.1036
1427	21.2541	22.0591
1428	20.9758	19.0944
1429	20.9919	20.5618
1430	20.7251	19.5429
1431	19.3727	19.5659
1432	19.7775	18.8828
1433	19.6211	19.1266
1434	19.536	20.0581
1435	20.5089	19.2945
1436	21.3346	20.3134
1437	19.2715	18.4504
1438	19.8971	19.3244
1439	21.1161	19.5544
1440	20.2789	18.6068
1441	20.2973	19.053
1442	20.7343	19.95
1443	21.2449	20.0374
1444	21.5646	20.4031
1445	20.3502	19.6694
1446	20.3847	19.1197
1447	18.9288	19.2853
1448	20.7021	19.7545
1449	20.4836	19.3175
1450	19.4256	19.306
1451	19.8258	20.0972
1452	19.5682	19.881
1453	19.7798	20.1915
1454	20.1777	19.1933
1455	20.2628	19.6855
1456	18.8276	19.4279
1457	21.1805	19.2531
1458	19.6832	19.0139
1459	20.1777	20.0213
1460	21.1322	20.8033
1461	20.042	20.1915
1462	19.7867	20.5963
1463	20.9873	19.5958
1464	19.9523	18.8046
1465	18.9219	18.2756
1466	19.7936	19.3244
1467	20.8608	19.1979
1468	20.2375	20.0328
1469	20.6423	20.226
1470	20.7826	20.4997
1471	20.2375	19.3405
1472	20.364	18.2457
1473	19.3865	20.4192
1474	21.123	19.1059
1475	19.3957	21.2173
1476	20.1478	18.3768
1477	21.2679	19.1979
1478	19.7016	17.9766
1479	20.6262	18.9932
1480	20.6837	20.3916
1481	21.1322	19.8557
1482	19.9178	19.4279
1483	20.3502	20.0949
1484	19.2899	20.0949
1485	19.7246	19.8971
1486	20.5135	19.3405
1487	20.939	20.3341
1488	19.7798	20.3134
1489	19.5567	19.0599
1490	20.6998	20.7688
1491	21.3852	19.5659
1492	21.0402	19.1887
1493	21.2633	19.6096
1494	20.0811	19.2301
1495	20.18	21.3277
1496	20.3525	21.1966
1497	20.6837	19.8695
1498	20.939	20.893
1499	19.9385	18.1284
1500	19.8833	18.8529
1501	8.4086	15.7893
1502	9.5218	14.8164
1503	8.8341	15.0855
1504	9.5586	16.7967
1505	8.0567	14.7428
1506	9.3378	15.5018
1507	7.7416	15.3707
1508	8.7375	15.1407
1509	7.8704	16.086
1510	7.5139	13.8044
1511	9.5471	15.0165
1512	8.1671	15.3362
1513	7.4679	15.0625
1514	7.3966	15.8928
1515	8.8134	14.2644
1516	8.7766	14.7336
1517	8.6639	15.8514
1518	7.5116	15.1522
1519	9.4781	14.5979
1520	8.5236	14.3472
1521	8.795	15.1867
1522	7.6956	16.2148
1523	7.8888	15.1039
1524	7.8267	15.81
1525	9.1515	15.5616
1526	9.3884	15.2672
1527	8.8686	14.982
1528	9.2274	14.8233
1529	9.3125	15.3592
1530	9.4045	16.2194
1531	7.944	13.0891
1532	8.9261	14.6508
1533	8.5949	15.2028
1534	7.8267	15.35
1535	7.7094	14.637
1536	8.7674	15.2534
1537	9.1745	14.7888
1538	9.209	14.8049
1539	7.3966	16.1987
1540	9.6506	15.5685
1541	8.3787	14.6278
1542	9.8829	14.5289
1543	8.3672	14.8762
1544	7.9624	16.04
1545	9.1584	15.3247
1546	7.9302	14.6876
1547	8.5535	16.5575
1548	8.6639	15.1913
1549	9.6874	15.4236
1550	8.6133	14.0459
1551	7.8428	14.4507
1552	8.1809	15.7571
1553	8.7904	14.4208
1554	9.2757	14.9061
1555	8.7237	15.189
1556	9.6115	15.6651
1557	8.8916	14.6968
1558	8.4983	16.224
1559	9.2136	13.7607
1560	8.7168	14.2437
1561	8.9008	16.017
1562	7.2448	15.0096
1563	8.9514	14.6347
1564	8.2614	15.2465
1565	8.7191	15.7939
1566	9.5333	15.4627
1567	9.5563	15.6927
1568	8.8157	16.1021
1569	8.5627	15.3339
1570	8.2959	15.6973
1571	8.818	15.4029
1572	10.5108	14.9912
1573	8.519	14.9751
1574	8.933	13.9286
1575	8.9445	14.683
1576	9.301	16.2976
1577	9.5724	15.8836
1578	7.5645	15.9089
1579	9.7564	14.9153
1580	8.1257	15.3546
1581	8.6455	16.5483
1582	8.8732	15.2258
1583	7.783	14.775
1584	8.6409	15.9135
1585	10.1221	15.1177
1586	7.2126	15.488
1587	7.8152	15.649
1588	9.8185	14.6715
1589	9.0388	15.6697
1590	9.3125	15.1016
1591	7.7462	15.2833
1592	7.3713	15.4029
1593	9.5563	14.9061
1594	8.4316	15.2994
1595	8.3603	16.7024
1596	8.8088	16.1159
1597	9.2941	15.143
1598	7.645	14.9452
1599	8.059	14.476
1600	8.7766	15.3868
1601	10.9892	13.0615
1602	12.0771	13.7607
1603	12.1921	14.6209
1604	12.0081	16.1136
1605	11.21	14.2874
1606	13.1903	13.4502
1607	10.4579	13.5376
1608	11.4055	15.5892
1609	12.3117	13.7078
1610	12.2542	15.0901
1611	11.785	14.7888
1612	11.3181	14.6347
1613	12.5486	13.9585
1614	11.3043	14.4553
1615	11.6562	14.9843
1616	11.3664	13.7814
1617	11.6447	15.5271
1618	10.9478	15.9388
1619	12.9649	15.1913
1620	11.0904	14.6163
1621	11.762	13.4732
1622	11.9575	14.5289
1623	10.9225	15.0993
1624	12.8177	14.7014
1625	11.2284	14.6531
1626	10.589	14.1379
1627	10.842	14.0896
1628	11.7459	15.166
1629	11.4446	13.0132
1630	10.4924	14.5266
1631	11.7459	14.154
1632	11.1778	14.3702
1633	12.3807	13.5951
1634	13.0132	14.1954
1635	10.8374	14.2989
1636	12.4175	13.3053
1637	13.1765	14.6922
1638	10.9455	14.8854
1639	11.9989	13.6756
1640	12.1553	14.4047
1641	13.1397	14.5427
1642	11.3641	15.1913
1643	11.5182	15.2626
1644	11.5274	15.1131
1645	11.6884	15.0119
1646	12.6107	14.959
1647	11.1686	15.5133
1648	12.774	14.4231
1649	11.6056	14.66
1650	11.8287	15.5363
1651	11.5688	15.649
1652	12.0909	15.1476
1653	10.6741	14.2184
1654	11.9966	13.7446
1655	11.3526	14.6301
1656	11.1111	14.1724
1657	12.912	13.878
1658	10.4395	14.5565
1659	12.5693	14.338
1660	11.2767	13.2064
1661	12.9074	15.7755
1662	10.7776	13.8711
1663	11.1778	14.1839
1664	11.8264	14.3656
1665	12.498	14.5036
1666	11.4009	13.6963
1667	11.4515	14.3495
1668	11.1157	13.2869
1669	10.6695	14.2506
1670	11.5527	13.8734
1671	12.4819	13.6871
1672	11.6171	15.718
1673	11.7436	13.8964
1674	11.4745	13.1673
1675	11.5297	14.0528
1676	12.0725	13.3904
1677	10.7086	15.4696
1678	11.6907	14.4438
1679	12.9718	15.3362
1680	12.0955	12.8568
1681	10.129	14.4852
1682	10.7408	14.5588
1683	12.1714	15.4052
1684	11.762	13.9447
1685	11.0973	13.1328
1686	12.222	14.6623
1687	11.7344	14.1402
1688	12.4037	14.4093
1689	12.1415	15.4742
1690	11.3595	14.3817
1691	12.6751	14.798
1692	11.9644	14.2322
1693	13.4203	13.5146
1694	11.9414	14.6255
1695	11.4055	14.6439
1696	10.2233	13.4893
1697	11.8356	15.4719
1698	11.2836	13.8159
1699	10.5476	14.0666
1700	11.946	15.0188
1701	26.9995	17.3234
1702	27.1398	16.4471
1703	27.8781	16.7806
1704	28.3933	16.822
1705	28.621	16.4632
1706	28.1495	18.156
1707	26.8132	17.7052
1708	26.6246	18.0847
1709	27.7976	18.2917
1710	26.7005	16.9232
1711	26.8891	17.0428
1712	28.2415	18.3032
1713	25.9944	16.6863
1714	27.9862	17.3602
1715	28.1449	16.5598
1716	26.5441	17.3441
1717	28.2622	18.8943
1718	27.3146	18.0824
1719	27.7378	16.9278
1720	27.0662	16.6311
1721	26.8776	18.6896
1722	27.9632	16.0469
1723	27.0961	17.3671
1724	27.6504	17.1762
1725	26.8201	18.823
1726	27.1214	18.2595
1727	25.8518	18.6183
1728	27.7332	16.9968
1729	27.0846	17.075
1730	27.7884	18.3492
1731	28.2898	17.9536
1732	27.0478	17.8271
1733	28.2139	18.133
1734	27.5032	18.3975
1735	26.252	18.4389
1736	27.1352	18.3906
1737	26.9972	17.1831
1738	26.9926	17.1923
1739	28.3542	16.6564
1740	27.6688	16.0009
1741	27.885	16.4747
1742	27.7056	18.7379
1743	25.9139	17.949
1744	26.6062	18.2963
1745	28.0069	17.9053
1746	27.8942	16.9209
1747	26.7488	16.0814
1748	26.3118	16.2907
1749	27.1628	16.73
1750	28.4117	18.1192
1751	27.0064	18.179
1752	26.551	17.6247
1753	27.2732	19.5176
1754	26.7166	17.5143
1755	27.0386	15.8077
1756	28.6693	17.4775
1757	28.6003	17.8593
1758	26.6154	17.7834
1759	27.379	17.9076
1760	27.4549	17.4959
1761	28.1196	18.2365
1762	28.1173	17.7259
1763	29.2926	17.4614
1764	28.6486	16.5667
1765	27.2824	17.1394
1766	27.5124	17.0313
1767	27.1513	17.236
1768	26.919	16.27
1769	27.7447	16.8749
1770	26.6729	17.3441
1771	25.8058	17.2751
1772	26.1646	15.9687
1773	27.4687	15.6329
1774	26.9282	18.1146
1775	26.1554	17.5764
1776	27.0524	17.6385
1777	26.6085	18.4205
1778	27.6021	18.9288
1779	25.677	17.9214
1780	26.0565	17.1831
1781	27.2111	18.6896
1782	27.2686	17.834
1783	27.5423	16.4609
1784	27.4043	17.0865
1785	28.046	18.0456
1786	27.6596	16.8726
1787	27.5216	16.5345
1788	27.2571	16.9623
1789	27.0248	17.4913
1790	27.4963	17.4062
1791	27.563	16.9324
1792	28.0161	16.8726
1793	26.8201	19.0576
1794	26.3371	18.1192
1795	25.9208	17.8547
1796	27.1352	18.9265
1797	25.8311	18.0295
1798	27.1881	17.6339
1799	27.6435	17.9789
1800	25.7897	17.7328
1801	11.7735	8.1878
1802	12.0909	7.6795
1803	11.509	8.7743
1804	11.1985	8.3442
1805	11.0536	8.289
1806	11.3319	8.0452
1807	10.6051	6.9044
1808	13.0017	6.6192
1809	11.5665	8.9905
1810	11.7022	8.289
1811	12.0794	8.5328
1812	11.8379	8.1648
1813	10.8443	7.7301
1814	11.5849	9.7656
1815	12.6751	7.4955
1816	11.9966	7.7669
1817	12.1576	8.8249
1818	12.0357	7.5116
1819	10.474	7.9302
1820	11.4745	7.415
1821	11.4009	8.4086
1822	12.3002	8.6248
1823	10.4579	9.0204
1824	10.9018	9.2573
1825	12.3025	7.9969
1826	11.2859	8.082
1827	12.5118	8.933
1828	11.946	6.8607
1829	10.4993	8.9307
1830	10.8949	9.9036
1831	11.1502	8.1924
1832	11.3825	8.4086
1833	12.337	8.2614
1834	10.5384	8.1648
1835	11.4699	6.8929
1836	12.061	8.3465
1837	11.4078	9.1285
1838	10.5752	8.5903
1839	12.958	7.4817
1840	10.8075	7.3046
1841	9.9634	7.8497
1842	10.9892	9.5747
1843	10.98	8.9146
1844	10.6741	8.4684
1845	11.4952	7.8451
1846	11.9345	8.4362
1847	12.8131	8.0498
1848	12.4382	8.5857
1849	12.4152	9.8875
1850	10.2693	8.289
1851	11.0812	8.4523
1852	10.2233	7.576
1853	11.3135	9.2159
1854	11.7275	7.484
1855	11.1571	9.8783
1856	11.9943	8.7858
1857	13.0109	7.9072
1858	10.1796	8.45
1859	11.8402	9.0135
1860	11.601	8.9813
1861	11.6378	8.9629
1862	10.7546	8.1694
1863	10.2141	7.4058
1864	9.6368	8.1947
1865	11.3733	8.2315
1866	9.7909	9.1561
1867	11.647	9.163
1868	11.1134	7.2264
1869	11.9713	8.1694
1870	9.8829	8.772
1871	12.2312	8.1809
1872	11.8333	7.1689
1873	12.1461	7.7554
1874	11.5458	7.3667
1875	9.0411	8.5466
1876	11.0329	7.3391
1877	11.5481	8.8617
1878	11.9161	8.2246
1879	10.1796	7.9578
1880	11.8103	8.2269
1881	10.9938	8.7145
1882	11.7321	7.7577
1883	11.0766	9.025
1884	11.8816	9.2872
1885	10.4924	8.8686
1886	11.7919	8.0613
1887	12.1967	9.3677
1888	10.474	8.588
1889	11.3963	7.5185
1890	12.0403	7.8911
1891	11.3457	8.8111
1892	11.67	8.5765
1893	11.3641	7.0999
1894	10.9064	7.2655
1895	11.3802	8.4086
1896	10.9501	8.6156
1897	11.6631	8.2039
1898	11.9851	9.6345
1899	12.0587	7.7347
1900	10.451	6.84
1901	4.3629	28.2208
1902	4.3284	26.9972
1903	5.5566	27.0041
1904	6.3202	27.3445
1905	4.4457	27.3008
1906	4.5998	26.3762
1907	5.2737	27.8206
1908	4.8344	27.0524
1909	4.908	29.2995
1910	7.2264	28.4278
1911	4.7447	26.8132
1912	5.6762	27.3238
1913	5.8924	28.2116
1914	5.4048	27.8114
1915	4.9034	26.8017
1916	4.7677	28.5727
1917	6.2673	26.8638
1918	6.3616	27.5584
1919	6.8492	28.3956
1920	6.1983	27.103
1921	7.1482	27.9724
1922	4.9402	27.2088
1923	5.2254	28.5014
1924	5.2116	27.6941
1925	6.6813	27.5607
1926	5.7659	28.1978
1927	5.6693	27.0225
1928	6.3869	27.2364
1929	5.2576	27.5492
1930	5.092	27.5538
1931	5.3013	27.6251
1932	4.149	27.2985
1933	5.5267	27.0777
1934	5.4324	27.5009
1935	5.3519	27.8413
1936	5.897	28.5336
1937	4.9379	27.7424
1938	5.3565	27.1145
1939	3.9328	26.7189
1940	5.5152	27.747
1941	3.7488	26.0611
1942	5.989	26.2382
1943	6.1845	27.9356
1944	4.1329	28.3266
1945	5.138	27.678
1946	5.8418	27.4595
1947	4.6274	28.9177
1948	5.644	28.0621
1949	4.6251	27.8045
1950	5.0345	27.6366
1951	5.8993	27.2824
1952	6.0626	27.0731
1953	4.8321	28.1035
1954	5.6808	27.9379
1955	5.0966	27.3445
1956	6.5939	28.1771
1957	4.6458	27.6711
1958	4.7999	28.368
1959	5.4462	29.2742
1960	4.3376	27.3077
1961	5.5612	27.6665
1962	6.6008	27.8275
1963	5.0644	27.5676
1964	4.4135	27.2778
1965	4.0271	27.2755
1966	4.7263	26.3716
1967	4.7309	26.7304
1968	5.897	29.2558
1969	5.0092	27.1651
1970	6.2696	27.3215
1971	6.4398	27.1329
1972	6.1086	27.885
1973	5.9269	27.8781
1974	6.2719	27.4687
1975	5.9729	27.9908
1976	5.2599	27.9471
1977	4.5676	27.9172
1978	6.3156	26.7856
1979	4.7447	27.1214
1980	4.5561	28.4784
1981	5.2001	28.046
1982	6.3317	27.4365
1983	5.9269	26.9374
1984	6.3179	27.7286
1985	3.5556	26.9305
1986	6.2604	26.6361
1987	5.0506	27.5699
1988	6.9688	27.563
1989	5.6486	27.2042
1990	5.5083	27.6642
1991	5.5911	28.6877
1992	5.5382	27.3008
1993	5.1081	27.5147
1994	4.3905	27.8252
1995	4.8505	27.9793
1996	5.4232	27.2709
1997	5.7383	27.8551
1998	5.9016	27.8045
1999	6.5525	26.9374
2000	4.3652	25.9622
2001	8.772	20.778
2002	9.6943	23.1999
2003	9.6713	20.6906
2004	8.6225	22.2132
2005	8.8134	21.1
2006	8.3005	21.2426
2007	8.8617	21.4059
2008	8.6754	19.7982
2009	7.1666	20.1018
2010	9.3838	21.2357
2011	9.0641	21.8015
2012	8.5489	21.6405
2013	8.8663	20.6929
2014	7.4035	20.1777
2015	8.6294	23.0297
2016	9.2113	21.9556
2017	9.2573	22.0246
2018	7.5116	22.5421
2019	8.9307	22.3121
2020	8.9215	21.2863
2021	8.9859	19.1082
2022	9.3815	21.6796
2023	8.151	21.7072
2024	8.6317	21.1184
2025	8.8318	20.3847
2026	8.2315	20.6768
2027	7.9509	20.6975
2028	8.312	21.3484
2029	8.4569	21.3185
2030	9.1147	21.5784
2031	7.806	22.0729
2032	9.6368	21.6888
2033	7.6726	22.1212
2034	8.9238	20.2444
2035	8.7559	21.7716
2036	8.9583	20.3226
2037	7.829	21.0218
2038	9.4459	21.9257
2039	9.0733	21.3852
2040	7.8152	21.4979
2041	8.6409	22.4202
2042	8.8364	20.7849
2043	7.8474	21.1046
2044	7.5668	20.5986
2045	9.5563	21.7555
2046	9.0526	22.1511
2047	9.3125	20.8309
2048	8.1119	21.7785
2049	9.9197	20.4928
2050	9.4597	21.0471
2051	9.4781	20.6239
2052	10.0048	21.4542
2053	8.9169	19.8419
2054	8.8042	22.2707
2055	9.9749	20.5388
2056	7.5576	20.1616
2057	7.6611	20.5043
2058	9.0825	22.5605
2059	8.5834	21.8636
2060	9.4505	22.1787
2061	8.2315	20.9505
2062	7.9923	19.4601
2063	8.3925	21.2242
2064	8.1073	22.1235
2065	7.668	20.3916
2066	9.669	20.2674
2067	8.6041	21.3622
2068	8.611	21.5255
2069	7.6427	22.1948
2070	8.6938	21.0011
2071	6.5617	21.4841
2072	9.5333	21.3852
2073	8.864	21.5117
2074	8.4132	21.1115
2075	7.8681	19.4348
2076	8.0475	20.0328
2077	9.6828	21.5922
2078	8.6915	20.3778
2079	8.5098	22.0315
2080	9.0802	21.5347
2081	9.1584	20.9436
2082	9.8783	19.5567
2083	9.4413	23.055
2084	9.3608	20.9551
2085	8.4086	20.6354
2086	8.8318	21.6129
2087	9.1538	21.7509
2088	7.8014	22.0361
2089	8.45	20.9804
2090	7.8359	22.7031
2091	7.6726	21.2334
2092	8.1602	20.7389
2093	8.4201	19.6993
2094	9.9197	21.2012
2095	10.2716	20.3709
2096	8.5351	22.0315
2097	9.4965	21.7003
2098	9.2343	21.4611
2099	8.6593	21.0011
2100	8.0268	20.3249
2101	14.2138	27.5331
2102	14.3173	27.5768
2103	15.2074	28.1196
2104	14.4737	25.5712
2105	14.2276	27.4802
2106	13.1742	27.0156
2107	14.3679	25.861
2108	14.3587	26.7994
2109	14.2092	26.1485
2110	14.1655	27.2617
2111	13.4134	26.7672
2112	14.3242	26.6568
2113	13.3881	26.0013
2114	13.2363	26.1554
2115	14.4737	26.965
2116	15.4719	26.8868
2117	13.7101	26.5119
2118	13.7423	25.1411
2119	13.901	25.7368
2120	14.7819	26.643
2121	13.924	25.2906
2122	14.8233	26.2842
2123	14.0068	28.3795
2124	13.464	27.5055
2125	15.4466	26.4107
2126	14.7359	27.4825
2127	14.1885	27.6826
2128	14.4691	25.2446
2129	15.6881	26.9742
2130	13.0753	28.7199
2131	13.0477	26.8408
2132	14.7451	24.9019
2133	14.2598	26.0105
2134	14.4254	27.8022
2135	12.9051	25.7805
2136	14.9406	27.6757
2137	13.0615	26.965
2138	14.0459	26.3463
2139	13.3881	26.1278
2140	14.3127	25.9645
2141	14.7359	27.5722
2142	14.1839	26.3417
2143	13.3536	26.3026
2144	13.4962	26.5947
2145	13.9907	25.6471
2146	13.2409	26.8707
2147	14.0666	26.9903
2148	13.4801	27.5791
2149	16.914	26.6821
2150	14.5611	26.9167
2151	14.4737	26.8224
2152	13.8021	26.9673
2153	13.1466	26.896
2154	13.1627	26.8454
2155	15.5961	25.0813
2156	14.729	27.4756
2157	15.1177	27.7953
2158	14.568	25.7483
2159	12.6613	26.5349
2160	13.9953	26.8615
2161	13.6825	26.7695
2162	13.2593	27.5952
2163	14.2368	26.9742
2164	14.1678	26.0542
2165	14.6738	27.7746
2166	14.2115	25.9898
2167	14.1586	25.5413
2168	14.3587	26.0542
2169	13.4985	27.1513
2170	14.0919	26.0703
2171	14.6232	26.2865
2172	13.9631	27.5032
2173	13.855	26.6223
2174	13.8412	26.2428
2175	14.5059	27.3077
2176	14.0873	28.6118
2177	13.1742	26.9213
2178	13.4686	26.9489
2179	14.0804	27.5331
2180	14.8854	26.9443
2181	13.8136	25.9277
2182	14.0919	26.5947
2183	14.5289	26.5602
2184	14.6807	25.7828
2185	15.1476	26.3417
2186	15.3868	26.2612
2187	13.4548	26.758
2188	13.0592	28.0368
2189	13.4088	27.1513
2190	13.2317	27.8551
2191	14.5542	26.1278
2192	13.0983	25.2354
2193	14.1195	25.7161
2194	12.8085	26.574
2195	13.2501	26.5096
2196	14.7727	26.4866
2197	13.4709	27.3031
2198	13.7538	27.9471
2199	13.7906	26.2635
2200	14.4806	27.5561
2201	24.435	27.8137
2202	25.3136	28.0115
2203	26.0795	28.0667
2204	23.8025	26.9719
2205	25.4148	27.2663
2206	24.9663	29.15
2207	25.2216	27.1743
2208	24.4166	28.5175
2209	25.4194	26.6568
2210	24.5891	27.4296
2211	25.5597	26.9328
2212	24.7616	26.4866
2213	25.7759	28.6923
2214	26.6936	28.1863
2215	24.3637	26.8707
2216	25.1963	27.2479
2217	28.7268	26.7212
2218	25.7506	27.0731
2219	26.1048	26.1876
2220	24.0325	26.4337
2221	25.4378	27.5952
2222	25.7138	28.7935
2223	26.1416	28.5451
2224	25.1825	26.3578
2225	24.8375	27.8896
2226	25.2952	27.057
2227	24.5776	27.8206
2228	25.1917	27.563
2229	24.9341	28.2507
2230	23.3747	28.3703
2231	25.9599	28.5796
2232	24.0601	27.1904
2233	25.4815	29.3616
2234	24.5385	29.7963
2235	26.1899	28.0414
2236	24.1291	27.4181
2237	24.849	27.5837
2238	25.7736	27.4549
2239	24.7984	27.4687
2240	25.7943	28.4807
2241	24.9962	27.8045
2242	24.5431	28.6923
2243	24.2993	28.5497
2244	26.0772	28.7268
2245	25.6862	27.7378
2246	25.9944	27.0202
2247	23.2252	29.2466
2248	25.6195	29.8538
2249	24.136	28.4922
2250	24.9548	28.7107
2251	25.2032	28.3381
2252	24.2487	27.5078
2253	26.4567	29.012
2254	25.3389	27.8574
2255	26.2635	28.6946
2256	25.2883	28.0391
2257	26.5119	27.8436
2258	25.2262	27.5193
2259	25.4171	27.1099
2260	25.5712	27.3077
2261	26.0634	27.0685
2262	24.9571	28.4646
2263	25.0997	29.0787
